gene_name,twoD_1,twoD_2,twoD_3,twoD_4,dynamic_1,dynamic_2,dynamic_3,dynamic_4
LOC107131287,10539,10570,12807,11840,21990,11147,23282,11871
CA6,28,34,3,15,85,33,57,0
TRNAG-CCC_143,0,0,0,0,0,0,0,0
ENO1,16019,46238,41197,25147,59679,111729,36931,42719
LOC112441936,0,0,0,0,0,0,0,0
RERE,275,235,351,260,438,252,138,243
TRNAE-CUC_27,0,0,0,0,0,0,0,0
MIR2285CK,0,0,0,0,0,0,0,0
LOC107133235,0,2,0,1,1,0,1,10
LOC104974445,0,0,0,2,0,0,0,0
SLC45A1,0,0,0,0,0,0,0,0
LOC786597,0,0,0,0,0,0,0,0
LOC101906278,0,0,0,0,0,9,5,0
LOC101906383,0,0,0,0,0,13,0,0
ERRFI1,1171,1102,1716,695,2514,2704,1216,1947
LOC132342469,4,19,24,21,5,17,0,11
PARK7,11905,9465,13983,8107,13691,7963,10806,10465
TNFRSF9,54,35,232,10,28,126,102,714
UTS2,0,1,1,0,0,0,0,0
PER3,126,131,219,123,147,34,110,65
VAMP3,8538,6906,9131,7381,9856,8500,9756,8575
CAMTA1,959,612,1631,671,1219,970,1119,1616
LOC112441841,0,0,0,0,0,0,0,0
LOC104974451,0,6,7,2,19,1,1,5
DNAJC11,7286,6182,5610,5060,7958,5450,5053,7479
THAP3,632,374,894,350,535,379,358,634
PHF13,666,502,949,438,573,456,164,1305
KLHL21,315,215,436,60,157,91,53,257
ZBTB48,344,557,654,441,993,415,537,444
TAS1R1,0,1,0,0,0,5,0,0
NOL9,563,937,618,833,798,615,500,978
PLEKHG5,7,1,27,1,0,0,0,15
TNFRSF25,20,0,54,0,15,1,22,29
ESPN,42,42,129,23,94,135,68,58
HES2,8,1,19,0,0,2,11,29
LOC782560,14,21,8,15,9,11,9,18
LOC101904795,0,0,0,0,0,2,0,2
ACOT7,3202,3038,5742,2008,2686,4455,4832,4717
TRNAE-UUC_87,2,7,0,0,0,4,1,0
GPR153,160,194,618,151,128,85,65,151
HES3,0,0,0,0,0,0,0,0
ICMT,393,305,581,254,498,360,227,525
RNF207,2,0,0,0,0,0,0,18
RPL22,1900,2040,2169,1676,2493,1758,2127,2276
CHD5,26,21,72,78,14,27,25,135
TRNAA-UGC_8,0,0,0,0,0,0,0,0
KCNAB2,0,5,0,23,0,24,2,32
LOC132342470,0,0,0,0,0,0,0,0
NPHP4,0,6,13,34,4,5,21,29
LOC132342471,0,0,0,0,0,0,0,0
LOC112441788,0,0,0,0,0,0,0,0
LOC132342472,0,0,0,0,0,0,0,0
LOC112441789,0,0,0,0,0,0,0,0
AJAP1,0,0,0,0,0,0,0,0
LOC132342412,0,0,0,0,0,0,0,0
LOC132342473,0,0,0,0,0,0,0,0
C16H1orf174,1073,711,1197,959,831,793,797,1190
DFFB,79,54,129,110,207,77,78,54
CEP104,382,336,550,471,571,301,263,576
MIR2320,0,0,0,0,0,0,0,0
LOC132342474,2,0,0,0,0,0,0,5
LOC112441842,26,4,20,8,0,8,21,28
LRRC47,3377,2699,3316,2733,2665,1393,896,3763
LOC112441843,119,132,259,120,44,13,52,159
SMIM1,1244,887,1835,1626,2040,721,1443,1930
CCDC27,63,4,12,7,0,13,0,29
TP73,35,89,115,55,0,81,30,97
WRAP73,337,278,493,349,706,248,309,591
TPRG1L,2473,1964,4173,2859,3326,1545,1718,4072
MEGF6,48,20,93,41,10,109,15,134
MIR551A,0,0,0,0,0,0,0,0
ARHGEF16,756,816,1186,602,1009,807,608,794
PRDM16,0,0,20,0,0,1,0,0
LOC132342475,0,0,0,0,0,0,0,0
LOC100848883,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0
TTC34,22,0,10,11,1,25,5,15
LOC132342477,0,0,0,0,0,2,0,0
MMEL1,0,0,0,0,0,0,0,0
PRXL2B,1431,1415,2934,1528,2438,1479,2240,3267
LOC132342476,0,0,0,0,0,0,0,0
LOC112441844,0,0,3,0,0,0,0,0
HES5,0,0,0,0,0,0,0,0
PANK4,315,501,473,541,1068,354,721,686
PLCH2,22,0,56,0,2,0,13,25
PEX10,532,489,779,721,659,555,778,591
RER1,3006,2848,3547,2697,4629,4504,3566,3641
MORN1,38,115,84,63,113,6,28,51
LOC107133240,0,0,0,0,0,1,0,0
SKI,251,238,432,297,623,279,260,324
MIR11974,0,0,0,0,0,0,0,0
MIR2896,0,0,0,0,0,0,0,0
FAAP20,806,463,1058,424,696,541,709,860
PRKCZ,4599,4799,6385,4192,7115,4435,3831,4915
LOC112441939,0,0,0,0,0,0,0,0
LOC101902612,335,319,603,223,416,344,485,546
GABRD,23,50,169,11,16,82,46,215
CFAP74,19,19,68,21,68,54,26,1
TMEM52,441,450,853,564,1639,1569,1378,709
CALML6,2,7,18,14,0,65,0,7
LOC112441930,0,0,0,0,0,0,0,0
GNB1,8053,8811,11402,7842,7713,2807,2071,8099
NADK,3295,2962,3165,1955,1875,647,603,2272
LOC104974460,0,0,0,0,0,5,0,0
SLC35E2B,452,948,735,647,518,833,576,805
CDK11B,1315,1225,1739,1126,1951,959,1177,1265
MMP23,3,30,103,20,64,267,48,153
MIB2,1328,1125,1653,1494,1937,1804,1183,1520
FNDC10,48,8,41,38,152,46,74,57
SSU72,2567,2226,4127,2215,3652,3957,3573,4106
TMEM240,3,0,0,0,0,0,0,0
ATAD3A,1466,1704,1535,1662,1949,928,1318,2033
VWA1,1076,1034,1121,1575,1446,1248,1011,1093
TMEM88B,0,0,0,0,0,0,0,5
ANKRD65,13,0,9,0,0,17,0,7
MRPL20,4301,3308,4915,3166,4972,3499,4377,4299
CCNL2,3029,3488,3284,3588,4293,2462,2799,2956
AURKAIP1,4211,3841,4000,4194,7236,3764,5643,4866
MXRA8,2,3,40,8,0,29,33,0
DVL1,0,4,0,1,14,0,6,0
TAS1R3,0,0,0,0,0,0,0,15
CPTP,726,521,805,466,727,613,509,575
INTS11,4280,4317,3971,4771,6923,5013,6732,5563
PUSL1,247,127,311,130,277,174,171,163
ACAP3,66,40,124,7,0,40,32,127
SCNN1D,0,1,4,0,0,1,1,47
UBE2J2,2562,1918,2836,1706,1101,979,416,2983
C1QTNF12,33,12,24,16,24,11,12,41
B3GALT6,60,104,157,38,146,65,21,72
SDF4,337,364,367,355,778,617,292,412
TNFRSF4,0,0,0,2,0,18,0,6
LOC132342478,0,0,0,0,0,0,0,0
TNFRSF18,0,0,16,0,0,0,7,0
TTLL10,0,8,0,0,0,0,0,0
MIR429,0,0,0,0,0,0,0,0
MIR200A,0,0,0,0,0,0,0,0
MIR200B,0,0,0,0,0,0,0,0
C16H1orf159,366,272,272,251,152,127,149,201
RNF223,0,0,0,0,0,0,0,0
LOC526769,0,0,0,0,0,3,0,2
AGRN,684,1500,1012,1449,3732,2414,1768,1034
LOC104974468,2,12,0,10,75,5,6,0
ISG15,4,0,1,0,26,13,5,0
HES4,0,1,0,1,9,4,0,12
PERM1,0,2,12,0,0,0,0,0
PLEKHN1,5,0,4,0,0,0,2,1
KLHL17,306,130,226,158,172,28,27,220
NOC2L,5464,5252,5336,4487,6815,5621,6296,5628
SAMD11,75,25,38,23,95,1,21,25
TRNAY-AUA_25,0,0,0,0,0,0,0,0
ZBTB17,1377,1831,1889,1186,1968,1494,1502,1352
SPEN,1830,1028,1079,1010,1601,1132,962,1448
LOC507787,284,283,22,12,86,357,125,289
FBLIM1,969,1091,2290,908,1568,1626,1485,1654
TMEM82,2,0,19,0,0,14,0,13
SLC25A34,1,8,2,0,0,8,0,53
LOC112441770,0,0,0,0,0,0,0,0
PLEKHM2,158,180,279,105,394,122,192,183
DDI2,2050,1690,1406,1789,1581,2217,922,1857
LOC112441934,0,0,0,0,0,0,0,0
AGMAT,2,0,0,4,0,0,1,0
DNAJC16,317,553,558,422,275,681,441,717
TRNAE-UUC_88,0,0,0,0,0,0,0,0
CASP9,93,164,383,173,398,648,289,270
CELA2A,0,0,0,0,0,0,0,0
CTRC,0,0,0,0,0,0,0,0
EFHD2,190,67,173,66,107,104,43,98
FHAD1,0,0,8,2,0,32,0,14
TMEM51,1032,1159,1999,1078,1312,1286,1386,2545
KAZN,80,106,309,61,288,26,28,112
LOC132342481,0,5,0,1,33,0,2,5
LOC132342480,1,0,0,14,0,6,0,0
LOC104974473,4,21,8,0,0,7,6,0
MIR2285CZ,0,0,0,0,0,0,0,0
MIR2285CV-2,0,0,0,0,0,0,0,0
PRDM2,216,139,377,171,353,194,143,383
PDPN,4141,5419,8147,5663,8232,19797,9313,8341
LRRC38,135,19,231,23,20,83,66,208
LOC520023,21,0,34,0,16,33,47,18
LOC525101,20,0,0,0,0,0,0,54
LOC107133242,0,0,0,0,0,0,0,0
LOC789138,25,0,0,0,0,1,6,243
LOC132342413,0,0,0,0,0,0,0,18
LOC517884,172,121,39,193,0,605,145,828
LOC528132,0,0,0,0,0,0,0,0
LOC617709,0,0,0,0,0,0,0,0
LOC530538,0,0,0,0,0,0,0,0
LOC100299783,0,17,178,1,0,0,2,38
LOC790218,23,25,26,31,40,12,31,24
CFAP107,0,3,2,2,1,1,3,3
AADACL3,5,0,4,7,27,0,13,0
PRDX6,12358,13658,30463,12114,21426,20266,24575,28643
SLC9C2,15,37,19,17,0,33,95,19
ANKRD45,72,19,20,0,0,3,34,71
TEX50,0,0,0,0,0,0,0,0
KLHL20,379,409,675,364,785,860,801,994
CENPL,529,375,628,387,703,410,543,910
DARS2,876,857,650,1044,897,351,975,582
LOC100848315,722,594,696,406,794,620,661,537
LOC112441944,18,16,17,7,19,23,24,19
LOC112441892,34,22,27,16,18,21,16,19
LOC112441895,37,34,17,21,15,38,20,29
LOC112441945,13,16,4,4,5,6,8,8
LOC112441904,8,13,10,4,14,13,11,11
LOC112441894,32,26,20,13,28,31,19,28
LOC112441903,30,38,17,15,6,21,11,26
LOC112441942,32,39,52,20,41,79,67,58
LOC112441905,5,12,4,2,3,14,9,9
LOC112441893,3,9,0,4,6,33,11,17
ZBTB37,145,149,101,124,179,217,171,224
SERPINC1,8,72,43,37,65,72,20,47
RC3H1,1721,1419,1320,1076,1680,2156,928,2307
LOC112441850,0,0,0,0,0,0,0,0
LOC112441937,0,0,0,0,0,0,0,0
LOC527428,106,98,83,92,62,173,104,146
GPR52,11,8,0,0,0,0,0,5
LOC101908155,0,0,0,0,0,0,0,0
RABGAP1L,139,149,259,196,181,306,253,302
TRNAG-GCC_22,0,0,0,0,0,0,0,0
CACYBP,12000,9211,12417,8801,8812,9418,8917,12640
MRPS14,1502,1342,1430,1187,1684,1180,1649,1535
TNN,59,147,104,39,3,187,142,246
KIAA0040,58,274,459,235,32,849,229,269
TNR,0,0,0,0,0,11,0,0
TRNAY-GUA_44,0,0,0,0,0,0,0,0
LOC112441899,0,0,0,0,0,0,0,0
COP1,907,757,1055,414,588,406,324,453
LOC112441902,11,0,3,0,0,0,0,0
LOC101902053,1,0,1,0,0,9,2,0
LOC132342482,0,0,0,0,0,0,0,0
PAPPA2,13,0,33,2,175,3,6,35
LOC101902104,0,0,0,0,0,0,0,0
LOC112441790,0,0,0,0,0,0,0,0
ASTN1,0,0,2,0,0,0,16,0
MIR488,0,0,0,0,0,0,0,0
BRINP2,0,0,0,6,0,39,0,0
TRNAG-CCC_144,0,0,0,0,0,0,0,0
LOC104974480,0,0,0,0,0,0,0,0
LOC101902340,10,2,6,2,6,3,9,7
SEC16B,0,22,28,3,0,15,6,81
LOC100299281,959,572,1888,1134,1224,3869,1259,1879
RASAL2,1119,1199,1379,720,1541,2757,1062,1154
MIR2285X,0,0,0,0,0,0,0,0
TEX35,0,0,0,0,0,0,0,0
RALGPS2,2769,2506,2048,2678,2421,1498,1921,3723
ANGPTL1,1,15,15,11,2,8,8,37
LOC132342483,4,4,0,4,0,18,1,12
FAM20B,1836,1728,2133,2095,1717,1762,1954,1782
TOR3A,682,966,1055,882,1996,2194,1036,701
ABL2,274,247,482,254,343,254,262,362
TRNAS-GGA_88,0,0,0,0,0,0,0,0
SOAT1,33794,38739,32078,38961,60519,27640,52199,37387
AXDND1,24,127,30,34,124,0,53,12
NPHS2,0,0,0,0,0,0,1,0
TDRD5,55,5,32,0,0,17,24,22
FAM163A,0,0,0,0,0,0,0,0
TOR1AIP2,1082,1211,1695,1120,1678,1601,1554,1661
TOR1AIP1,882,1065,888,791,497,1339,820,809
LOC112441922,0,0,0,0,0,0,0,0
CEP350,752,1019,1609,715,954,1592,815,1604
LOC132342486,0,0,12,18,0,9,6,1
LOC132342485,0,0,1,0,0,0,1,0
QSOX1,10,97,207,34,1,477,58,186
LHX4,0,0,0,0,2,0,0,10
ACBD6,806,937,1195,790,1263,915,670,1392
MIR669,0,0,0,0,0,0,0,0
XPR1,665,357,399,312,413,251,573,565
LOC132342487,0,0,0,0,2,0,0,0
TRNAC-ACA_158,0,0,0,0,0,0,0,0
LOC107133256,0,0,0,0,0,0,0,2
KIAA1614,0,0,0,0,0,0,0,0
STX6,211,198,313,148,311,582,492,268
LOC132342488,0,5,6,0,0,0,0,0
MR1,0,0,0,0,0,0,0,0
IER5,664,595,1049,352,265,242,76,402
TRNAW-CCA_89,0,0,3,0,0,0,0,0
CACNA1E,3,1,31,0,0,0,0,14
LOC104974498,0,0,0,0,0,0,0,0
LOC132342489,0,0,0,0,0,0,0,0
ZNF648,0,0,1,0,0,0,0,0
GLUL,6625,8186,6105,5851,14225,4050,9580,10532
TEDDM1,0,0,0,0,0,0,0,0
RGSL1,0,0,0,0,0,0,0,0
LOC132342490,0,0,0,0,0,0,0,0
RNASEL,22,5,0,7,0,0,16,25
RGS16,1,4,0,0,0,0,36,52
RGS8,0,4,0,2,0,0,28,12
LOC132342491,0,0,0,0,0,0,0,0
NPL,9645,5778,7085,5371,9312,8828,10746,7610
DHX9,6436,6611,4123,3827,8103,3179,9105,6333
SHCBP1L,35,5,20,3,0,0,7,0
LAMC1,1569,1825,2334,1656,1299,1489,1428,2224
TRNAS-GGA_89,0,0,0,0,0,0,0,0
LAMC2,13,0,0,0,0,199,0,8
NMNAT2,6,16,12,10,24,89,1,57
LOC132342492,0,0,0,0,0,0,0,0
LOC101906042,0,0,0,0,0,0,0,0
TRNAG-CCC_145,0,0,0,0,0,0,0,0
SMG7,1296,1131,2129,1127,1983,1690,1504,2556
NCF2,0,0,0,0,0,0,0,0
ARPC5,4399,2673,6231,2542,3547,6706,5966,6822
RGL1,37,22,103,30,0,1,17,145
APOBEC4,0,0,0,0,0,0,0,0
TRNAC-GCA_162,0,0,0,1,0,0,0,0
TRNAE-CUC_28,0,0,0,0,0,0,0,0
LOC112441931,0,0,0,0,0,0,0,0
COLGALT2,10,0,0,0,0,0,0,0
TSEN15,730,674,749,557,737,579,615,971
LOC132342423,0,0,0,0,0,0,0,3
C16H1orf21,874,1494,2571,852,984,3733,1101,1753
LOC107133260,0,0,4,2,0,6,0,0
EDEM3,1037,830,737,615,980,1412,887,1285
NIBAN1,0,0,0,0,0,7,0,24
RNF2,516,844,963,901,1057,625,835,1355
MIR12008,0,0,0,0,0,0,0,0
TRMT1L,1899,2386,2143,2566,3476,2045,2811,2278
SWT1,370,338,335,268,764,517,377,510
TRNAC-ACA_159,0,0,0,0,21,1,0,0
IVNS1ABP,5294,6762,7489,4293,5466,5676,6223,8421
LOC132342493,0,0,0,0,0,0,2,0
LOC104974508,0,0,0,0,0,0,0,0
TRNAG-CCC_146,0,15,19,3,4,8,24,15
LOC101904614,14,1,20,4,4,14,23,14
HMCN1,0,17,73,11,80,34,72,57
PRG4,0,2,2,0,0,0,0,3
TPR,4381,4309,4006,3646,5901,4624,5162,5235
LOC107133263,0,0,0,0,0,0,0,0
ODR4,674,697,741,520,600,870,817,981
PDC,0,0,0,1,0,0,0,0
TRNAW-CCA_90,0,0,0,0,0,0,0,0
PTGS2,34555,40255,42280,19725,48751,179673,77956,67625
PLA2G4A,381,778,1593,744,675,1132,1010,1853
KCNK2,1,12,19,6,2,25,5,51
TRNAV-CAC_15,0,0,0,0,0,0,0,0
LOC101905027,7,0,7,1,29,0,0,14
LOC132342496,41,22,72,11,20,21,56,118
LOC132342495,0,0,0,0,0,0,0,0
TRNAY-GUA_45,0,0,0,0,0,0,0,0
LOC112441926,0,0,0,0,0,0,0,0
CENPF,4410,4292,3194,4137,5122,3077,3667,3489
LOC112441860,0,0,0,0,0,13,0,2
PTPN14,1269,989,1735,1067,2281,1395,744,1380
SMYD2,220,255,570,263,57,1296,198,315
LOC132342497,0,0,0,0,0,0,0,0
TRNAC-GCA_163,0,0,0,0,0,0,0,0
PROX1,0,20,17,24,0,0,13,36
LOC107133264,0,0,0,0,0,0,0,0
LOC112441861,0,0,0,0,0,0,0,0
RPS6KC1,1155,1476,1687,1095,1001,2032,1570,2071
TRNAG-CCC_147,0,0,0,0,0,0,0,0
LOC112441862,2,0,0,0,0,0,0,0
LOC132342500,4,10,0,2,0,0,23,1
ANGEL2,647,799,751,707,278,779,817,1211
VASH2,136,88,80,93,73,24,12,86
LOC101906305,0,1,0,0,0,0,0,0
FLVCR1,157,520,173,99,446,197,175,84
LOC132342501,10,9,14,2,21,3,20,0
SPATA45,0,7,0,1,1,10,0,0
TATDN3,469,362,295,156,297,281,360,388
TRNAE-UUC_89,0,0,0,0,0,0,0,0
NSL1,840,811,552,651,646,475,964,1144
BATF3,0,0,0,0,0,7,0,7
GARIN4,0,0,0,0,0,0,0,0
ATF3,657,596,908,346,1283,1515,575,621
LOC101906463,4,0,0,0,0,0,0,0
LOC112441863,0,0,0,0,0,0,0,0
NENF,2320,2994,1747,2103,2416,200,357,1309
PACC1,1132,1574,390,1130,1598,463,919,1100
PPP2R5A,1281,634,902,948,737,626,299,1571
LOC112441864,0,0,0,0,0,0,0,0
DTL,3391,4042,3998,3596,5482,2801,3286,3966
INTS7,2043,2199,2639,1911,3438,1841,2395,3841
LOC112441865,0,0,0,0,0,0,0,0
LOC112441867,0,0,0,0,0,0,0,0
LPGAT1,207,274,302,240,220,871,176,333
TRNAC-GCA_164,0,0,0,0,0,0,0,0
LOC132342502,0,0,0,0,0,0,0,0
NEK2,3411,3258,2424,2895,3965,2236,3356,3308
LOC132342503,0,0,0,0,0,0,0,0
SLC30A1,404,1587,628,531,553,441,197,1036
LOC101907023,0,0,0,0,0,0,0,0
RD3,0,0,0,0,0,0,0,0
TRNAF-GAA_19,0,0,0,0,0,0,0,0
TRAF5,18,0,50,0,1,23,0,61
TRNAG-CCC_148,0,0,5,0,0,1,0,1
RCOR3,234,209,426,276,230,142,203,294
LOC100336777,184,105,348,147,201,198,176,295
LOC132342425,0,0,0,0,0,0,0,0
LOC132342504,0,0,0,0,0,0,0,0
KCNH1,0,1,0,0,0,1,1,0
TRNAR-GCG_13,0,0,0,0,0,0,0,0
HHAT,58,21,75,24,0,47,14,40
LOC112441928,0,0,0,0,0,0,0,0
TRNAW-CCA_91,0,0,0,0,0,0,0,0
LOC112441917,0,0,0,0,0,0,0,0
SERTAD4,104,95,194,77,28,132,14,144
SYT14,216,208,317,210,116,207,202,312
UTP25,1822,1704,2479,1369,2170,2388,1877,2161
LOC132342426,0,0,0,1,0,0,0,0
IRF6,2367,2566,4679,2122,3737,6350,3019,3040
LOC101907807,0,8,6,4,0,0,0,1
C16H1orf74,103,130,280,72,189,181,274,302
TRAF3IP3,22,41,44,20,20,25,25,28
HSD11B1,0,0,0,0,0,0,0,2
G0S2,0,11,7,0,7,0,0,14
LAMB3,41,2,39,5,0,43,2,53
CAMK1G,0,0,0,0,0,0,0,0
MIR205,0,0,0,0,0,0,0,0
LOC104974529,0,0,0,0,0,0,0,0
LOC104974530,0,0,0,0,0,0,0,0
LOC132342505,0,0,0,0,0,0,0,0
LOC112441794,0,0,0,0,0,0,0,0
LOC132342427,0,0,0,0,0,0,0,0
TRNAW-CCA_92,0,0,0,0,0,0,0,0
LOC132342506,0,0,0,0,0,0,0,0
LOC112441795,0,0,0,0,0,0,0,0
LOC132342507,0,0,0,0,0,0,0,0
LOC112441796,0,0,0,0,0,0,0,0
LOC112441797,0,0,0,0,0,0,0,0
LOC112441901,0,0,0,0,0,0,0,0
PLXNA2,11,14,86,2,25,0,25,191
MIR6121,0,0,0,0,0,0,0,0
CD34,0,0,0,0,0,0,0,0
MIR29B-2,4,0,0,2,0,0,5,0
MIR29C,4,1,0,0,0,0,4,1
CD46,5822,6554,6340,5674,11316,9663,7632,7372
LOC518224,6,37,61,10,2,80,27,54
MIR29E,0,0,0,0,0,0,0,0
MIR29D,0,0,0,0,0,0,0,0
LOC618087,0,0,0,0,0,0,0,2
LOC616002,12,8,28,2,8,10,8,13
LOC519127,0,0,0,0,0,0,0,0
LOC519737,0,0,0,0,0,0,0,0
LOC132342508,0,0,0,0,0,0,0,0
F13B,0,0,0,0,0,0,0,0
CFHR5,0,5,0,0,0,0,0,0
ASPM,924,943,1099,1063,1424,756,924,1497
ZBTB41,90,168,99,172,62,280,78,206
CRB1,0,0,0,0,0,0,0,1
MIR2284N,0,0,0,0,0,0,0,0
LOC112441872,1,4,6,1,0,8,3,19
DENND1B,328,189,744,192,49,1238,308,669
C16H1orf53,88,55,113,55,38,86,57,110
LHX9,0,0,0,0,0,0,0,0
LOC112441798,0,0,0,0,0,0,0,0
NEK7,2588,2277,3242,2288,1734,2082,1430,1914
ATP6V1G3,142,280,525,286,371,390,574,530
LOC112441875,0,0,0,0,0,0,0,0
LOC104974538,0,0,0,0,0,0,0,0
PTPRC,0,0,0,0,0,0,0,29
LOC112441940,0,0,0,0,0,0,0,0
LOC104974541,0,0,0,0,0,0,0,0
MIR181B-1,0,0,0,0,0,0,0,0
MIR181A-1,0,0,0,0,0,0,0,0
LOC107133267,0,0,0,0,0,0,0,0
MIR2285AY,0,0,0,0,0,0,0,0
TRNAG-ACC_6,0,0,0,0,0,0,0,0
LOC132342428,0,0,0,0,0,0,0,0
LOC112441878,0,2,4,0,0,0,0,6
NR5A2,46,21,70,18,29,0,0,138
ZNF281,1151,1099,1397,1133,1205,715,971,1306
TRNAE-UUC_90,0,0,0,0,0,0,0,0
LOC112441879,112,62,111,87,133,28,65,103
LOC112441919,0,0,0,0,0,0,0,0
KIF14,278,332,313,254,389,236,170,436
LOC112441920,0,0,0,0,0,0,0,0
LOC132342509,0,0,0,0,0,0,0,0
DDX59,505,423,459,587,467,536,510,641
CAMSAP2,122,69,140,155,66,155,189,113
GPR25,2,8,5,6,0,8,1,3
INAVA,178,161,205,277,257,135,142,128
LOC112441881,0,0,0,1,0,6,2,5
LOC101905351,0,0,0,0,35,0,7,0
LOC104974554,0,0,0,0,0,0,0,0
KIF21B,9,13,153,1,0,21,39,9
CACNA1S,24,16,19,49,161,201,64,76
ASCL5,0,0,0,0,0,0,0,0
TMEM9,2242,1634,2197,1838,3134,1511,2282,2392
LOC132342510,0,0,0,0,0,0,0,0
IGFN1,0,17,1,6,0,0,0,3
LOC132342511,0,0,0,0,0,0,0,0
PKP1,20,78,132,38,217,627,128,162
LOC132342410,0,0,0,0,0,0,0,0
MGAT4F,0,0,0,0,0,0,0,8
CYB5R1,529,1030,1167,533,1242,1856,1446,1010
LOC112441775,0,4,0,0,0,7,0,0
ADIPOR1,3046,2895,3465,2664,3463,4229,3628,4383
LOC100337507,355,188,270,202,209,377,295,307
KLHL12,1713,1511,1849,1453,1548,913,1059,1678
RABIF,368,187,320,229,349,426,349,288
MGAT4E,0,0,19,8,0,3,0,22
KDM5B,6409,6935,7661,5287,7769,6532,5404,7861
MIR10180,0,0,0,0,0,0,0,0
LOC132342411,0,0,0,0,0,0,0,0
LOC104972797,1,0,0,0,0,3,0,0
SYT2,9,5,19,7,0,23,5,74
PPP1R12B,167,111,201,94,118,16,79,218
LOC112441909,0,0,0,0,0,0,0,0
UBE2T,827,552,1026,674,1013,778,861,895
LGR6,0,0,0,0,0,0,0,7
PTPRV,0,0,0,0,0,0,0,0
PTPN7,0,6,0,0,0,0,0,0
ARL8A,9,7,22,5,20,6,6,5
GPR37L1,0,0,0,0,0,0,0,0
LOC100847861,1,0,0,0,34,5,3,5
ELF3,520,1314,2173,642,466,2372,1305,921
RNPEP,822,622,844,570,820,374,336,655
TIMM17A,1026,949,1343,1215,1013,1131,1362,2198
LMOD1,0,0,9,0,0,9,0,1
LOC112441886,0,0,0,0,0,0,0,0
SHISA4,4,1,19,0,5,1,1,12
LOC112441884,0,0,0,0,0,0,0,0
IPO9,1775,2255,1507,2266,2373,1463,2086,1911
LOC112441885,79,56,70,32,63,20,65,102
LOC104974455,40,0,6,7,5,13,2,0
NAV1,98,86,63,53,146,1,37,165
LOC132342512,0,0,0,0,0,0,0,0
LOC112441887,0,0,0,0,0,0,0,0
CSRP1,23,55,113,24,130,64,34,75
PHLDA3,435,235,622,137,556,646,216,465
TNNI1,0,0,0,0,0,0,0,0
LAD1,188,394,1029,140,672,2222,310,1119
TNNT2,0,0,0,0,0,0,0,0
TMEM192,1373,952,1431,633,903,1590,1212,1223
KLHL2,1666,1950,2106,1626,1844,974,658,3055
MSMO1,3719,11295,6305,7802,8392,16481,8161,10967
CPE,1100,473,1933,356,428,278,151,1663
LOC101903170,7,2,9,3,3,6,3,14
MIR2285J-1,0,0,0,0,0,0,0,0
TLL1,0,0,0,0,4,0,0,0
LOC132342568,0,0,0,1,0,0,6,5
MAP9,54,34,92,66,38,98,90,83
NPY2R,0,0,0,0,0,0,0,0
LOC112441988,0,0,0,0,0,0,0,0
LOC132342569,0,0,0,0,0,4,0,0
RBM46,65,118,125,65,69,108,27,190
LRAT,46,68,13,17,6,113,54,77
LOC132342570,33,19,48,0,44,7,12,58
FGG,79,91,19,27,82,113,115,168
FGA,0,0,10,0,0,0,0,8
FGB,19,0,13,0,0,0,24,0
LOC132342571,5,0,0,0,0,0,5,0
PLRG1,5506,6274,5928,4483,5497,5131,6269,5984
LOC107133268,3,0,2,0,0,0,0,0
LOC539323,27,49,144,56,0,48,51,20
LOC132342572,0,0,0,0,0,0,0,0
LOC107133269,0,0,0,0,0,0,0,0
SFRP2,0,0,0,0,0,0,0,0
RNF175,0,0,0,0,0,2,0,1
TLR2,0,0,1,0,0,0,19,21
TMEM131L,148,477,168,212,124,59,272,219
LOC132342573,8,7,7,6,0,2,8,0
MND1,423,423,284,378,400,242,293,363
TRIM2,672,852,799,1073,1181,649,700,1119
LOC101907174,8,11,7,2,14,14,9,15
LOC132342574,32,46,50,58,58,36,43,51
TRNAW-CCA_93,0,0,0,0,0,0,0,0
FHDC1,23,17,11,11,39,0,10,1
LOC112442011,3,0,0,0,0,3,0,2
ARFIP1,942,969,1139,978,971,1420,926,1405
LOC132342575,0,0,0,0,0,0,0,0
TIGD4,1,0,0,6,0,0,0,0
LOC104974562,0,0,0,0,0,0,0,0
TMEM154,0,0,0,1,0,20,0,9
TRNAY-GUA_46,0,0,0,0,0,0,0,0
LOC112441989,0,0,0,0,0,0,0,0
FBXW7,668,637,687,558,747,222,242,506
LOC112442122,0,0,0,0,0,0,0,0
LOC132342576,0,0,0,0,0,1,0,0
LOC112442131,0,0,0,0,0,0,0,0
TRNAW-CCA_94,0,0,0,0,0,0,0,0
LOC132342577,0,0,26,0,0,0,0,0
LOC112442012,0,0,0,0,0,0,0,0
LOC132342578,0,0,0,0,0,0,0,0
LOC132342579,0,0,0,0,0,0,0,0
LOC112442125,0,0,0,0,0,0,0,0
LOC112441990,0,0,0,0,0,0,0,0
LOC132342580,0,0,0,0,0,0,0,0
GATB,1192,1266,1062,1139,909,1180,1369,1663
TRNAC-GCA_165,0,0,0,0,0,0,0,0
FHIP1A,451,518,313,469,764,1608,814,1210
MIR2404-1,0,0,0,0,0,0,0,0
LOC112442135,0,0,0,0,0,0,0,0
TRNAG-UCC_88,0,0,0,0,0,0,0,0
LOC112442100,0,0,0,0,0,0,0,0
