gene_id,gene_name,gene_length,twoD_1,twoD_2,twoD_3,twoD_4,dynamic_2,dynamic_3,dynamic_4,dynamic_5,static_1,static_2,static_4,static_5
ENSBTAG00000047946,NA,702,0,2,0,3,3,4,1,5,1,2,1,4
ENSBTAG00000006451,GAP43,1891,112,144,57,11,62,7,3,20,37,34,34,78
ENSBTAG00000049208,NA,525,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049383,LSAMP,9019,0,0,2,17,2,65,7,17,0,0,0,0
ENSBTAG00000044343,RF00100,224,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000045517,NA,531,14,34,16,6,30,9,21,9,3,28,68,35
ENSBTAG00000048452,NA,1604,0,0,4,2,2,45,0,9,0,0,0,0
ENSBTAG00000048985,NA,1181,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048715,RF01879,165,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000055075,RF01884,151,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049072,bta-mir-2285de,57,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000045704,IGSF11,2057,149,140,87,101,171,242,89,115,145,105,93,125
ENSBTAG00000054494,NA,365,48,74,80,112,80,66,48,63,68,21,67,86
ENSBTAG00000014157,NA,1437,0,1,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000009014,UPK1B,2094,413,509,103,600,522,4577,116,756,710,251,363,775
ENSBTAG00000001390,B4GALT4,2048,598,444,254,745,955,4649,186,882,801,183,355,572
ENSBTAG00000000210,ARHGAP31,5762,31,16,20,37,53,272,14,82,27,30,20,38
ENSBTAG00000000213,TMEM39A,2030,3199,2682,1277,1164,1446,2517,1916,2029,2249,1759,2956,2548
ENSBTAG00000008562,POGLUT1,2480,0,6,11,0,13,114,0,5,0,0,12,6
ENSBTAG00000012581,TIMMDC1,1417,412,196,360,418,213,348,146,241,420,150,414,243
ENSBTAG00000018059,CD80,1148,0,1,1,0,0,0,9,0,0,0,4,0
ENSBTAG00000009391,ADPRH,3307,23,15,26,0,33,30,3,9,45,9,25,41
ENSBTAG00000005604,POPDC2,2137,0,6,21,1,8,13,5,0,0,0,0,0
ENSBTAG00000002182,COX17,438,322,396,735,747,401,1019,69,224,387,221,614,584
ENSBTAG00000001293,MAATS1,3654,168,39,33,37,46,65,33,5,21,38,30,36
ENSBTAG00000044376,RF00322,123,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053648,NA,171,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000019557,NR1I2,2324,142,170,219,80,83,139,139,109,72,63,97,131
ENSBTAG00000048057,GSK3B,2474,3131,1376,1034,1721,1649,1390,998,1001,1908,2476,1453,892
ENSBTAG00000055108,NA,110,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000001464,GPR156,5011,29,86,99,104,36,47,40,61,90,15,65,60
ENSBTAG00000033170,LRRC58,1556,0,10,0,0,5,1,3,0,12,0,7,5
ENSBTAG00000022155,FSTL1,3688,1160,584,504,861,563,2398,580,1122,759,701,533,476
ENSBTAG00000048370,NA,309,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000015892,NDUFB4,471,4869,4507,8803,9479,4257,5377,2057,2688,7166,3579,8298,5770
ENSBTAG00000015895,HGD,1838,4,14,22,106,7,26,9,23,19,2,7,14
ENSBTAG00000015898,RABL3,1941,2586,992,1488,1795,718,1238,1152,1299,1892,1718,1891,1213
ENSBTAG00000016848,GTF2E1,3765,1584,508,471,575,332,782,462,587,1081,528,818,434
ENSBTAG00000045436,RF00156,123,0,0,0,0,0,17,0,0,0,0,0,0
ENSBTAG00000001918,STXBP5L,4944,3357,1687,1027,1509,930,991,702,964,2050,735,2046,1389
ENSBTAG00000001920,POLQ,8266,328,197,104,47,100,233,155,168,225,270,327,135
ENSBTAG00000052248,NA,1651,0,0,1,0,0,0,1,0,0,0,0,1
ENSBTAG00000014508,FBXO40,2850,9,27,1,96,10,25,15,11,10,0,10,22
ENSBTAG00000001009,HCLS1,3109,1,37,23,7,24,27,9,19,21,16,2,15
ENSBTAG00000008862,GOLGB1,10041,11957,5549,2412,1085,2665,3083,4534,2403,5998,7187,5804,4032
ENSBTAG00000013069,IQCB1,2332,9131,2488,2624,4034,2494,1906,3042,3059,6354,3182,4418,2720
ENSBTAG00000013070,EAF2,1272,28,71,93,43,62,40,18,69,112,60,138,32
ENSBTAG00000033166,NA,2687,0,0,4,0,4,0,3,12,17,0,4,2
ENSBTAG00000001442,NA,339,0,0,0,0,1,0,0,0,0,0,0,0
ENSBTAG00000004705,ILDR1,2857,7512,1949,2251,5208,3690,2240,3475,4071,5556,4418,2674,1521
ENSBTAG00000013118,CD86,3599,4,0,2,0,2,0,0,0,0,2,1,0
ENSBTAG00000003865,CASR,5746,449,778,802,1241,319,651,557,503,406,486,477,766
ENSBTAG00000045101,RF00100,253,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000014133,NA,306,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000010688,CSTA,830,0,6,25,38,2,0,0,0,6,0,6,7
ENSBTAG00000054520,CCDC58,2749,517,483,1722,2002,473,1327,316,305,920,986,415,401
ENSBTAG00000011140,FAM162A,660,126,162,433,802,435,1334,49,357,114,73,148,190
ENSBTAG00000054326,WDR5B,1191,0,11,10,19,5,47,0,1,35,6,0,7
ENSBTAG00000011143,KPNA1,2707,621,487,183,236,266,666,361,369,409,352,573,217
ENSBTAG00000051987,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000021791,PARP9,3368,215,87,133,279,64,301,111,251,147,218,214,135
ENSBTAG00000009933,DTX3L,3712,2,34,10,1,19,250,8,67,0,20,25,29
ENSBTAG00000016656,PARP14,5706,119,73,26,70,124,1183,25,231,23,25,1,50
ENSBTAG00000005066,HSPBAP1,2152,261,169,276,160,293,188,372,265,515,235,379,157
ENSBTAG00000005071,SLC49A4,2442,478,242,180,326,212,289,319,186,320,220,327,260
ENSBTAG00000018765,SEMA5B,3447,0,0,0,0,1,0,0,7,0,0,4,0
ENSBTAG00000053611,NA,2157,0,0,1,0,0,0,0,0,0,0,0,0
ENSBTAG00000018877,PDIA5,1852,7290,5614,3981,2576,3568,2563,4445,2810,4525,2233,6790,4925
ENSBTAG00000014797,SEC22A,1838,458,173,396,559,215,149,147,124,478,324,562,274
ENSBTAG00000018777,ADCY5,5041,7,4,7,2,13,3,1,2,3,11,3,8
ENSBTAG00000044318,RF00001,115,0,0,0,0,0,0,0,0,1,0,0,0
ENSBTAG00000023607,HACD2,1110,214,154,94,121,168,614,180,135,164,299,183,165
ENSBTAG00000023608,NA,312,7,13,131,37,17,21,13,13,8,7,9,48
ENSBTAG00000014567,MYLK,3998,410,262,142,75,331,302,441,353,371,358,281,379
ENSBTAG00000054441,NA,228,0,9,16,0,3,0,3,3,2,0,7,8
ENSBTAG00000000566,CCDC14,4468,2105,849,574,1267,493,538,775,876,1835,1120,1412,798
ENSBTAG00000006947,ROPN1,1039,0,3,16,11,0,0,1,1,6,3,14,6
ENSBTAG00000044700,RF00015,151,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002640,KALRN,5600,69,86,49,79,79,103,88,95,59,109,68,50
ENSBTAG00000053238,NA,5099,1408,1324,809,671,1131,1244,1300,1172,1165,957,1308,1323
ENSBTAG00000013727,UMPS,2443,1882,1333,1140,607,872,545,799,570,1152,680,2024,1201
ENSBTAG00000013755,ITGB5,3421,71,189,139,201,113,303,127,98,102,102,90,143
ENSBTAG00000010382,MUC13,948,75,25,9,0,18,8,10,6,72,36,27,18
ENSBTAG00000048794,NA,1102,0,11,0,0,1,0,0,0,0,0,0,3
ENSBTAG00000021396,HEG1,4763,0,15,3,1,34,167,7,6,4,1,7,8
ENSBTAG00000000496,SLC12A8,2942,40,152,67,39,49,60,89,61,25,52,60,83
ENSBTAG00000050482,ZNF148,2385,128,49,43,22,45,133,31,43,53,83,77,42
ENSBTAG00000011383,SNX4,2650,157,121,135,538,85,908,193,277,264,252,244,188
ENSBTAG00000006471,OSBPL11,3943,145,30,51,148,40,54,42,131,91,171,31,51
ENSBTAG00000003383,NA,606,2,0,0,0,0,1,0,0,0,0,3,1
ENSBTAG00000044172,LMLN,3969,7,18,9,45,6,39,8,28,28,12,4,14
ENSBTAG00000045455,RF00026,111,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000014208,RPL35A,554,6707,5938,10353,13176,7802,8336,4675,5617,10764,5084,11014,7618
ENSBTAG00000018025,IQCG,1817,1493,1011,343,374,938,307,1176,816,1175,987,1207,765
ENSBTAG00000032839,LRCH3,3575,106,207,66,96,129,146,182,94,62,229,266,173
ENSBTAG00000042610,RF00493,72,0,0,1,0,0,0,2,0,1,0,0,1
ENSBTAG00000054586,RF00494,80,0,0,0,0,0,4,0,0,0,1,0,3
ENSBTAG00000014874,FYTTD1,1912,296,226,72,115,75,224,81,122,151,122,205,224
ENSBTAG00000001890,RUBCN,4181,13,21,2,0,0,0,14,6,0,13,1,0
ENSBTAG00000032819,MUC20,5350,0,0,0,1,0,0,0,0,0,21,0,0
ENSBTAG00000014721,MUC4,8043,12,11,5,28,1,1,10,0,11,7,5,2
ENSBTAG00000021364,TNK2,4916,271,241,171,283,220,308,164,272,189,178,147,159
ENSBTAG00000049459,NA,1077,5,5,2,0,4,1,4,0,3,1,2,1
ENSBTAG00000032719,TFRC,2598,276,255,200,282,80,110,207,233,247,153,237,195
ENSBTAG00000021515,ZDHHC19,1278,0,5,16,0,0,1,0,0,0,3,9,3
ENSBTAG00000012347,SLC51A,1442,134,77,107,4,126,11,53,24,104,33,88,127
ENSBTAG00000016979,PCYT1A,2360,76,51,31,46,5,8,18,15,65,52,14,82
ENSBTAG00000032684,TCTEX1D2,1028,719,578,1614,1492,906,951,478,533,1263,609,942,622
ENSBTAG00000040161,NA,2196,0,0,0,1,0,0,0,0,0,0,0,6
ENSBTAG00000007577,UBXN7,1969,6,39,25,17,27,55,26,19,20,10,45,21
ENSBTAG00000013317,RNF168,4047,3887,3125,1142,728,1249,1559,1009,1101,2582,1902,3232,3580
ENSBTAG00000013319,SMCO1,1649,0,0,0,0,0,0,0,0,0,0,0,1
ENSBTAG00000014660,WDR53,1713,719,896,1247,569,455,635,1030,380,1740,612,1325,652
ENSBTAG00000006388,FBXO45,1835,3796,1555,1568,1600,1812,2730,3670,2994,2706,3467,2605,1362
ENSBTAG00000009614,NRROS,2855,0,18,6,0,0,0,1,0,0,4,1,2
ENSBTAG00000013192,CEP19,1718,187,160,117,74,82,136,35,26,191,72,102,127
ENSBTAG00000049165,NA,357,144,120,169,88,77,178,95,104,129,51,320,192
ENSBTAG00000048195,PIGX,728,778,408,441,360,286,669,283,410,565,298,881,486
ENSBTAG00000047856,PAK2,5735,4235,1530,997,2277,1664,4589,2290,3000,2899,4020,2018,1435
ENSBTAG00000032674,SENP5,2434,1488,1017,671,476,622,603,482,611,1250,704,1621,1473
ENSBTAG00000008873,NCBP2,1040,610,550,585,1237,505,1485,318,560,822,483,801,824
ENSBTAG00000048390,NCBP2AS2,300,0,28,8,24,28,108,0,70,18,4,14,39
ENSBTAG00000011659,PIGZ,3109,0,36,45,22,32,17,5,4,0,27,3,15
ENSBTAG00000002998,MELTF,2568,4,8,13,21,4,0,8,6,6,0,8,7
ENSBTAG00000020378,DLG1,3381,229,113,102,93,59,192,120,124,201,207,169,122
ENSBTAG00000045354,RF01225,127,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051739,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048826,NA,1022,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000053541,NA,694,0,0,0,0,0,0,0,0,0,0,0,5
ENSBTAG00000048225,NA,576,0,8,10,31,20,100,13,48,1,9,13,10
ENSBTAG00000000448,BDH1,1916,0,15,37,23,11,48,23,33,9,28,2,18
ENSBTAG00000052232,NA,1169,0,0,0,0,0,0,0,0,0,0,0,2
ENSBTAG00000023600,APOD,1256,34,25,52,0,19,14,6,22,13,9,23,18
ENSBTAG00000050331,NA,1017,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000006724,PPP1R2,1584,1483,730,576,574,594,1139,1037,947,1063,1027,960,831
ENSBTAG00000003378,ACAP2,2106,1084,1696,430,396,483,701,655,518,775,713,1086,2361
ENSBTAG00000036946,RF00003,146,0,0,0,0,2,0,0,0,0,0,0,0
ENSBTAG00000054986,ACAP2,1991,1847,606,429,665,379,813,678,923,1032,901,1153,566
ENSBTAG00000014564,XXYLT1,2437,357,507,506,680,305,396,602,516,394,466,320,539
ENSBTAG00000008462,FAM43A,1272,6,1,4,1,9,45,6,3,1,5,0,3
ENSBTAG00000008461,LSG1,4370,705,474,375,476,288,506,690,389,523,682,490,422
ENSBTAG00000002394,TMEM44,3317,67,12,26,70,11,30,24,10,18,10,48,20
ENSBTAG00000045117,bta-mir-2287,74,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000013204,ATP13A3,6231,373,159,73,99,128,166,146,140,212,297,185,132
ENSBTAG00000013203,GP5,1620,25,67,11,46,24,3,42,0,37,17,64,60
ENSBTAG00000038600,LRRC15,1755,7,22,8,0,25,0,4,0,0,17,11,8
ENSBTAG00000032656,CPN2,2035,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000048497,NA,1240,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000000569,HES1,1636,3277,2311,1419,1768,1860,1839,2465,2531,3363,2571,1862,2021
ENSBTAG00000019514,OPA1,4299,6345,2572,1786,3167,1945,3483,3334,3345,5186,5571,3894,2421
ENSBTAG00000016305,ATP13A4,4594,3,2,9,4,2,1,3,2,0,2,0,2
ENSBTAG00000054354,bta-mir-2285bk,57,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000018657,ATP13A5,4175,415,174,412,154,371,118,248,191,288,208,283,225
ENSBTAG00000035844,HRASLS,2897,177,106,177,253,144,49,93,118,248,102,247,157
ENSBTAG00000005430,MB21D2,1476,25,22,10,0,19,48,20,6,4,18,34,15
ENSBTAG00000053503,NA,594,87,209,181,50,104,24,134,78,187,70,76,266
ENSBTAG00000055130,bta-mir-10182,80,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000012413,FGF12,1438,23,33,65,164,73,144,19,31,97,55,30,55
ENSBTAG00000054301,NA,435,0,0,0,0,1,0,0,0,0,1,6,0
ENSBTAG00000006945,CCDC50,2161,2806,1455,2707,2573,958,1988,1236,793,3169,2385,2811,1510
ENSBTAG00000044148,UTS2B,372,0,0,0,0,0,0,0,5,0,0,0,0
ENSBTAG00000018703,OSTN,1436,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050537,NA,204,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051592,GMNC,2789,2,1,3,0,1,3,1,2,14,0,20,1
ENSBTAG00000006813,NA,213,3,2,2,7,9,33,4,16,2,4,6,15
ENSBTAG00000013205,IL1RAP,3832,0,5,0,1,0,28,5,1,1,19,37,5
ENSBTAG00000013456,TMEM207,821,0,1,6,0,0,0,0,0,0,0,0,0
ENSBTAG00000006494,CLDN16,2881,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000013148,CLDN1,1236,134,267,80,139,261,344,350,390,67,235,331,303
ENSBTAG00000021025,P3H2,3367,0,2,0,14,70,65,0,6,0,0,1,0
ENSBTAG00000015460,TP63,3943,171,95,39,5,36,212,45,79,111,143,125,79
ENSBTAG00000053900,NA,231,0,1,0,0,0,0,5,2,0,2,3,0
ENSBTAG00000032538,TPRG1,1783,314,163,219,54,100,37,278,128,333,181,290,161
ENSBTAG00000044001,LPP,2974,93,106,122,84,73,314,62,92,77,108,129,108
ENSBTAG00000036372,bta-mir-28,86,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049984,NA,1233,1,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000055241,NA,1110,0,0,1,0,0,0,0,0,0,0,0,0
ENSBTAG00000001511,BCL6,3737,20,71,11,56,41,51,36,22,21,16,10,39
ENSBTAG00000003179,RTP2,672,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017312,SST,1095,0,0,5,0,0,0,0,2,0,0,0,5
ENSBTAG00000032265,RTP4,1984,0,2,0,7,6,60,0,31,0,0,33,11
ENSBTAG00000012467,MASP1,6070,0,1,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000012706,RTP1,792,14,68,26,0,27,36,36,25,50,15,50,70
ENSBTAG00000010357,ST6GAL1,5310,421,352,358,480,279,213,698,512,523,377,378,252
ENSBTAG00000045003,bta-mir-2285k-3,81,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000006872,NA,1197,11,8,6,2,5,5,1,7,5,3,5,6
ENSBTAG00000052213,ADIPOQ,1002,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000014727,RFC4,1572,1101,628,1164,1547,469,714,700,394,1420,604,912,575
ENSBTAG00000014724,EIF4A2,2093,19041,5415,6625,12060,6728,11974,7988,13541,15399,13874,9579,6406
ENSBTAG00000042702,RF00394,141,0,3,3,0,0,3,2,2,0,5,7,6
ENSBTAG00000042475,RF00092,132,2,2,1,3,0,0,0,2,2,0,2,2
ENSBTAG00000044788,RF01241,177,0,0,0,9,3,3,1,0,0,5,0,0
ENSBTAG00000050812,bta-mir-1248-1,105,0,0,0,0,0,0,1,0,0,0,0,0
ENSBTAG00000044311,RF01299,69,0,0,0,0,0,0,0,0,1,0,0,0
ENSBTAG00000005122,KNG1,3413,374,164,332,204,326,114,345,265,430,164,419,232
ENSBTAG00000001265,HRG,1725,34,39,34,12,12,18,23,23,46,34,26,30
ENSBTAG00000017531,FETUB,1447,0,3,0,0,0,0,0,0,0,0,0,1
ENSBTAG00000000522,AHSG,1611,0,15,3,0,168,95,11,114,0,0,0,0
ENSBTAG00000003151,DNAJB11,1634,3259,2047,1164,1630,1238,1429,1775,1815,2763,1114,1909,1442
ENSBTAG00000003143,TBCCD1,2438,40,10,14,41,33,77,5,42,12,0,9,6
ENSBTAG00000003140,CRYGS,620,0,0,3,0,0,0,0,0,0,7,0,2
ENSBTAG00000005091,DGKG,3223,525,220,62,234,82,18,18,81,12,6,355,219
ENSBTAG00000014915,ETV5,4008,169,121,257,136,81,70,138,33,98,143,70,130
ENSBTAG00000011305,NA,867,0,1,1,1,5,0,0,0,0,11,0,2
ENSBTAG00000043831,RF00001,115,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000001697,TRA2B,2114,453,332,118,462,457,3904,97,655,375,215,338,428
ENSBTAG00000007666,IGF2BP2,2561,393,382,86,171,235,422,144,177,208,385,356,306
ENSBTAG00000001749,SENP2,2705,1696,709,481,632,625,583,751,589,1115,1119,1083,920
ENSBTAG00000001535,LIPH,2196,0,0,0,4,0,1,0,0,0,0,0,0
ENSBTAG00000051908,NA,673,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000029106,RF00001,115,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000017115,TMEM41A,2593,72,104,115,94,60,389,35,97,112,65,61,142
ENSBTAG00000017103,MAP3K13,4142,1544,1069,396,431,795,1248,898,1030,968,1375,843,674
ENSBTAG00000019625,EHHADH,5530,0,14,22,8,0,10,13,7,12,8,19,49
ENSBTAG00000007296,NA,384,8,4,0,1,1,16,1,0,3,3,3,3
ENSBTAG00000005212,C1H3orf70,1311,130,48,128,60,59,18,24,30,41,17,60,107
ENSBTAG00000005209,VPS8,3830,5846,1810,1809,2464,1664,1060,1281,1649,4512,1869,3091,1773
ENSBTAG00000053175,RF00026,107,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050932,NA,894,377,308,157,123,74,255,221,141,319,172,389,306
ENSBTAG00000048837,NA,1024,17,28,8,9,25,5,12,1,11,21,13,4
ENSBTAG00000019014,MAGEF1,1595,37,46,22,1,12,133,17,41,41,37,31,15
ENSBTAG00000050833,NA,1266,250,170,290,50,148,131,147,132,203,193,265,193
ENSBTAG00000048858,bta-mir-2284y-3,76,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000005313,EPHB3,4246,0,0,0,0,2,2,2,0,0,0,6,5
ENSBTAG00000008343,NA,1832,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050376,NA,870,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000002878,CHRD,3348,0,2,0,0,0,4,0,4,0,1,0,1
ENSBTAG00000000476,THPO,1902,0,5,0,0,0,16,3,3,0,3,0,6
ENSBTAG00000040199,POLR2H,2642,2354,1280,2427,2936,1843,1769,1291,1381,1766,905,2109,1902
ENSBTAG00000012284,CLCN2,3123,0,7,1,22,8,2,11,12,3,8,8,0
ENSBTAG00000012273,FAM131A,2177,0,1,13,0,2,1,0,2,0,0,0,2
ENSBTAG00000012881,EIF4G1,5293,88,183,45,37,95,176,72,123,14,78,81,82
ENSBTAG00000042094,RF00572,76,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000005660,PSMD2,2989,3632,4655,910,771,1676,2926,1286,1200,883,854,2187,2855
ENSBTAG00000005658,ECE2,3166,0,0,0,0,0,0,2,0,0,0,0,0
ENSBTAG00000005657,CAMK2N2,1259,5,0,0,4,0,16,0,1,0,0,0,1
ENSBTAG00000051586,ECE2,1853,0,21,23,0,18,23,0,12,36,0,19,16
ENSBTAG00000005652,ALG3,1764,57,145,35,0,128,383,3,3,0,28,75,145
ENSBTAG00000040399,VWA5B2,3856,0,10,0,4,2,0,3,5,0,0,0,4
ENSBTAG00000040245,bta-mir-1224,86,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000006920,ABCF3,2429,90,147,141,137,76,22,107,30,58,90,101,112
ENSBTAG00000020106,AP2M1,1308,229,1677,375,252,717,988,337,281,145,224,755,1259
ENSBTAG00000019336,DVL3,2896,26,149,67,39,118,109,89,125,22,54,31,122
ENSBTAG00000011414,EIF2B5,3624,61,46,41,49,39,302,39,76,45,10,21,18
ENSBTAG00000040304,NA,1350,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000016624,HTR3C,1344,0,1,0,0,0,0,0,0,0,5,0,0
ENSBTAG00000039011,HTR3C,2114,0,0,0,0,1,0,0,0,0,0,0,2
ENSBTAG00000017666,ABCC5,8264,120,63,34,16,67,83,29,48,20,53,41,51
ENSBTAG00000033308,NA,417,0,0,0,0,0,0,1,0,0,0,0,0
ENSBTAG00000052825,NA,933,2,3,8,0,8,0,8,0,0,0,23,12
ENSBTAG00000014460,PARL,1884,172015,82817,24952,49544,35842,20783,20034,18094,91112,19351,116505,69912
ENSBTAG00000014459,MAP6D1,1907,0,4,4,2,5,1,0,2,35,0,0,5
ENSBTAG00000014451,YEATS2,6022,375,246,341,637,205,211,239,250,282,219,298,223
ENSBTAG00000014449,NA,830,12,2,4,2,3,19,0,10,3,1,1,0
ENSBTAG00000017450,KLHL24,2436,371,145,36,102,216,1047,36,296,44,104,82,180
ENSBTAG00000037951,KLHL6,2635,14,4,2,0,11,1,0,0,0,0,0,0
ENSBTAG00000042699,RF00092,132,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000046222,RF01241,175,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049281,NA,721,36,7,25,26,28,27,21,11,20,10,42,14
ENSBTAG00000047590,RF00092,131,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000010394,MCF2L2,4230,43,71,119,65,60,2,34,5,95,33,102,138
ENSBTAG00000032217,NA,1005,2,4,0,4,1,8,0,2,5,2,3,6
ENSBTAG00000010397,B3GNT5,2772,6,17,7,2,9,47,0,20,5,3,3,16
ENSBTAG00000006552,LAMP3,2277,16,68,21,9,31,163,69,63,169,118,31,94
ENSBTAG00000006548,MCCC1,2699,1017,422,306,159,301,755,417,518,808,391,731,413
ENSBTAG00000012797,DCUN1D1,2751,288,242,364,279,100,385,200,202,336,302,241,192
ENSBTAG00000000290,ATP11B,4459,1178,351,359,537,392,451,622,486,917,693,819,328
ENSBTAG00000054214,NA,865,6,10,25,14,3,2,7,10,11,5,15,7
ENSBTAG00000045138,RF00100,79,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000052565,NA,1681,13,3,14,4,0,0,3,3,0,0,0,6
ENSBTAG00000052804,RF01954,109,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000049095,NA,756,38,37,69,75,35,62,54,38,34,56,89,79
ENSBTAG00000052407,RF01953,277,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000051228,RF01952,69,2,11,19,0,19,10,18,12,1,10,11,35
ENSBTAG00000052485,RF01951,229,1,0,1,0,0,0,0,0,0,3,0,5
ENSBTAG00000023513,DNAJC19,536,516,469,1433,1466,754,774,268,382,730,387,805,786
ENSBTAG00000016457,FXR1,2564,2387,1574,654,855,687,1390,1117,992,1544,1564,1241,1384
ENSBTAG00000001969,CCDC39,3586,45,48,56,73,23,1,11,0,84,59,42,23
ENSBTAG00000001968,TTC14,3930,845,407,234,181,365,848,395,604,682,642,641,435
ENSBTAG00000013219,PEX5L,2523,1891,3660,1264,520,1768,2370,2583,1154,1604,2623,3312,3522
ENSBTAG00000005946,USP13,2765,5819,5667,1953,953,2935,1460,2366,2147,2929,2971,4522,3645
ENSBTAG00000002463,NDUFB5,1119,540,443,693,842,596,2202,761,909,1281,967,753,577
ENSBTAG00000048473,NA,387,0,0,0,0,2,28,0,0,0,0,0,2
ENSBTAG00000002462,MRPL47,1258,8856,4396,8147,10717,4207,4100,3764,3688,8302,4423,7382,4426
ENSBTAG00000002460,ACTL6A,1785,2854,1135,1194,2587,1227,1888,1218,1217,3045,1534,1958,1213
ENSBTAG00000002767,GNB4,3454,210,131,32,154,53,416,33,110,196,325,148,107
ENSBTAG00000010485,MFN1,3335,1393,605,536,424,542,956,1049,982,1192,1582,1144,586
ENSBTAG00000050978,NA,1305,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000037393,ZNF639,1458,129,116,124,533,141,257,132,205,186,119,153,100
ENSBTAG00000009235,KCNMB3,1470,19,34,11,8,15,27,14,18,8,8,9,20
ENSBTAG00000009232,PIK3CA,3817,219,97,68,219,119,239,148,255,355,394,235,80
ENSBTAG00000043271,RF00401,130,0,0,0,0,0,2,1,0,0,0,0,0
ENSBTAG00000054655,NA,1986,0,0,1,0,0,1,0,0,0,0,0,0
ENSBTAG00000012463,ZMAT3,1740,249,143,182,183,78,281,140,103,270,121,237,127
ENSBTAG00000011377,KCNMB2,1576,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050181,NA,912,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000054907,NA,500,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000035144,PLCXD1,1531,0,0,0,18,0,1,0,0,0,0,0,0
ENSBTAG00000054315,GTPBP6,1596,4,8,0,0,2,0,0,0,0,4,0,2
ENSBTAG00000052803,NA,1746,103,671,200,43,399,428,638,402,64,51,290,313
ENSBTAG00000048417,NA,321,0,0,1,1,1,6,0,0,0,0,0,0
ENSBTAG00000045258,RF00026,103,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000050198,NA,1131,0,1,1,0,0,0,0,0,0,0,10,0
ENSBTAG00000036933,RF00001,118,0,0,0,0,0,0,0,0,0,0,0,0
ENSBTAG00000021910,TBL1XR1,3847,1947,757,425,897,547,1567,1191,1144,1215,1992,959,725
ENSBTAG00000054926,NA,300,1761,587,746,1703,523,1554,874,1028,2190,1610,1391,573
